title,note,url,tags,comment,source_list,status,google_place_id,google_name,google_maps_uri,formatted_address,neighborhood,city,state,country,country_code,postal_code,latitude,longitude,primary_type,google_types,business_status,google_rating,review_count,price_level,match_status
Kelvingrove Café,,https://www.google.com/maps/place/Kelvingrove+Caf%C3%A9/data=!4m2!3m1!1s0x488845d45c2616a1:0xa4d0c1b83617c884,,,Wanna go,wanna_go,ChIJoRYmXNRFiEgRhMgXNrjB0KQ,Kelvingrove Café,https://maps.google.com/?cid=11876205214301669508&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"1161 Argyle St, Finnieston, Glasgow G3 8TB, UK",Finnieston,Glasgow City,Scotland,United Kingdom,GB,G3 8TB,55.8649419,-4.2853818,cafe,"cafe, cocktail_bar, breakfast_restaurant, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,1000.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Ben Nevis,,https://www.google.com/maps/place/The+Ben+Nevis/data=!4m2!3m1!1s0x488845d4f7faf357:0x169876bcd1320d72,,,Wanna go,wanna_go,ChIJV_P699RFiEgRcg0y0bx2mBY,The Ben Nevis,https://maps.google.com/?cid=1628181818630081906&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"1147 Argyle St, Finnieston, Glasgow G3 8TB, UK",Finnieston,Glasgow City,Scotland,United Kingdom,GB,G3 8TB,55.8648905,-4.2850069,pub,"pub, live_music_venue, bar, event_venue, point_of_interest, establishment",OPERATIONAL,4.6,1584.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Clarence Glasgow,,https://www.google.com/maps/place/The+Clarence+Glasgow/data=!4m2!3m1!1s0x4888458d20974eb9:0x4959fafb27ff4559,,,Wanna go,wanna_go,ChIJuU6XII1FiEgRWUX_J_v6WUk,The Clarence,https://maps.google.com/?cid=5285531594310763865&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"168 Hyndland Rd, Glasgow G12 9HZ, UK",,Glasgow City,Scotland,United Kingdom,GB,G12 9HZ,55.876260699999996,-4.3061853999999995,gastropub,"gastropub, pub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,122.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Ubiquitous Chip,,https://www.google.com/maps/place/Ubiquitous+Chip/data=!4m2!3m1!1s0x488845ce588ef1d5:0x22040afc84325841,,,Wanna go,wanna_go,ChIJ1fGOWM5FiEgRQVgyhPwKBCI,Ubiquitous Chip,https://maps.google.com/?cid=2451096176862320705&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"12 Ashton Ln, Glasgow G12 8SJ, UK",,Glasgow City,Scotland,United Kingdom,GB,G12 8SJ,55.874917,-4.2931865,british_restaurant,"british_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,3334.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Ardnamurchan Scottish Restaurant & Bar,,https://www.google.com/maps/place/Ardnamurchan+Scottish+Restaurant+%26+Bar/data=!4m2!3m1!1s0x488844210c99864f:0x85dcb0940aeeafed,,,Wanna go,wanna_go,ChIJT4aZDCFEiEgR7a_uCpSw3IU,Ardnamurchan Scottish Restaurant & Bar,https://maps.google.com/?cid=9645778651805822957&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"325 Hope St, Glasgow G2 3PT, UK",,Glasgow City,Scotland,United Kingdom,GB,G2 3PT,55.8664913,-4.2567804,restaurant,"seafood_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,2385.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Novar Drive Espresso Bar,,https://www.google.com/maps/place/Novar+Drive+Espresso+Bar/data=!4m2!3m1!1s0x488845003036d07f:0x40b318fddb9ba7cb,,,Wanna go,wanna_go,ChIJf9A2MABFiEgRy6eb2_0Ys0A,Novar Drive Espresso Bar,https://maps.google.com/?cid=4662097517848799179&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"74 Hyndland Rd, Glasgow G12 9UT, UK",,Glasgow City,Scotland,United Kingdom,GB,G12 9UT,55.8797372,-4.3055555,coffee_shop,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.5,100.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Farine,,https://www.google.com/maps/place/Farine/data=!4m2!3m1!1s0x487605720847777b:0x2ada8a2027d62d31,,,Wanna go,wanna_go,ChIJe3dHCHIFdkgRMS3WJyCK2io,Farine,https://maps.google.com/?cid=3087932365227830577&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"2 Barmouth Rd, London SW18 2DN, UK",,Greater London,England,United Kingdom,GB,SW18 2DN,51.4532204,-0.18479779999999998,cafe,"cafe, brunch_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,141.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Auld Shillelagh,,https://www.google.com/maps/place/The+Auld+Shillelagh/data=!4m2!3m1!1s0x48761c637f39c6df:0xa9848c15a5121018,,,Wanna go,wanna_go,ChIJ38Y5f2McdkgRGBASpRWMhKk,The Auld Shillelagh,https://maps.google.com/?cid=12215042113927254040&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"105 Stoke Newington Church St, London N16 0UD, UK",,Greater London,England,United Kingdom,GB,N16 0UD,51.5620538,-0.07945640000000001,irish_pub,"irish_pub, pub, bar, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.7,1365.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Eagle Farringdon,,https://www.google.com/maps/place/The+Eagle+Farringdon/data=!4m2!3m1!1s0x48761b4f6cb6da87:0x9688ad81a9ca31a7,,,Wanna go,wanna_go,ChIJh9q2bE8bdkgRpzHKqYGtiJY,The Eagle Farringdon,https://maps.google.com/?cid=10847110474932826535&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"159 Farringdon Rd, London EC1R 3AL, UK",,Greater London,England,United Kingdom,GB,EC1R 3AL,51.5241639,-0.1097278,pub,"pub, gastropub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,1374.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Brook House,Para sunday roast,https://www.google.com/maps/place/Brook+House/data=!4m2!3m1!1s0x48760f27a3b8341d:0x45e39efa74c449b,,,Wanna go,wanna_go,ChIJHTS4oycPdkgRm0RMp-85XgQ,Brook House,https://maps.google.com/?cid=314752725429273755&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"65 New Kings Rd, London SW6 4SG, UK",,Greater London,England,United Kingdom,GB,SW6 4SG,51.475883700000004,-0.19322889999999998,gastropub,"gastropub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,358.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
One Club Row,,https://www.google.com/maps/place/One+Club+Row/data=!4m2!3m1!1s0x48761d92ece5332d:0x60035b2a61d9a6ef,,,Wanna go,wanna_go,ChIJLTPl7JIddkgR76bZYSpbA2A,One Club Row,https://maps.google.com/?cid=6918473690159621871&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"1 Club Row, London E1 6JX, UK",,Greater London,England,United Kingdom,GB,E1 6JX,51.5240027,-0.074219,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,247.0,,RESOLVED_FROM_URL
August Bakery,,https://www.google.com/maps/place/August+Bakery/data=!4m2!3m1!1s0x487605fa878b01d7:0x85bf64801bfeafc2,,,Wanna go,wanna_go,ChIJ1wGLh_oFdkgRwq_-G4Bkv4U,August Bakery,https://maps.google.com/?cid=9637532228984418242&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"4-6a Battersea Rise, London SW11 1ED, UK",,Greater London,England,United Kingdom,GB,SW11 1ED,51.4611209,-0.1628359,bakery,"bakery, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.8,405.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Nardulli,,https://www.google.com/maps/place/Nardulli/data=!4m2!3m1!1s0x48760452ad607e7b:0x7b0ba194a8952363,,,Wanna go,wanna_go,ChIJe35grVIEdkgRYyOVqJShC3s,Nardulli,https://maps.google.com/?cid=8866357951264531299&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"29 The Pavement, London SW4 0JE, UK",,Greater London,England,United Kingdom,GB,SW4 0JE,51.462979,-0.1406088,ice_cream_shop,"ice_cream_shop, coffee_shop, cafe, dessert_shop, confectionery, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.7,919.0,,RESOLVED_FROM_URL
Maiz,,https://www.google.com/maps/place/Maiz/data=!4m2!3m1!1s0x48760387796d7f93:0xd0bb6eafb6cb148d,,,Wanna go,wanna_go,ChIJk39teYcDdkgRjRTLtq9uu9A,Maiz,https://maps.google.com/?cid=15040737081498997901&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"58 Peckham Rye, London SE15 4JR, UK",,Greater London,England,United Kingdom,GB,SE15 4JR,51.465060799999996,-0.0666576,mexican_restaurant,"mexican_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,157.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
MOI Restaurant,,https://www.google.com/maps/place/MOI+Restaurant/data=!4m2!3m1!1s0x48760558ea6d22a3:0x64449c44eb52b176,,,Wanna go,wanna_go,ChIJoyJt6lgFdkgRdrFS60ScRGQ,MOI Restaurant,https://maps.google.com/?cid=7225071522028892534&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"84 Wardour St, London W1F 0TQ, UK",,Greater London,England,United Kingdom,GB,W1F 0TQ,51.5133319,-0.133661,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,341.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Chiave,,https://www.google.com/maps/place/Chiave/data=!4m2!3m1!1s0x48761d5d50ea8ea7:0x983e7a15cbdb872e,,,Wanna go,wanna_go,ChIJp47qUF0ddkgRLofbyxV6Ppg,Chiave,https://maps.google.com/?cid=10970339976354170670&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"36 Redchurch St, London E2 7DP, UK",,Greater London,England,United Kingdom,GB,E2 7DP,51.524296299999996,-0.07535270000000001,cocktail_bar,"cocktail_bar, bar, point_of_interest, establishment",OPERATIONAL,4.8,116.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
BISTROTHEQUE,,https://www.google.com/maps/place/BISTROTHEQUE/data=!4m2!3m1!1s0x48761cdd05e558a5:0x6ccece0f4e8c1a62,,,Wanna go,wanna_go,ChIJpVjlBd0cdkgRYhqMTg_Ozmw,BISTROTHEQUE,https://maps.google.com/?cid=7840430566436248162&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"23-27 Wadeson St, London E2 9DR, UK",,Greater London,England,United Kingdom,GB,E2 9DR,51.5341701,-0.0559454,restaurant,"bar, event_venue, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,1209.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
The Old Pharmacy,,https://www.google.com/maps/place/The+Old+Pharmacy/data=!4m2!3m1!1s0x487231a5e3c16afd:0x33e9bb41e3fcb377,,,Wanna go,wanna_go,ChIJ_WrB46UxckgRd7P840G76TM,The Old Pharmacy,https://maps.google.com/?cid=3740726857180164983&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"3 High St, Bruton BA10 0AB, UK",,Somerset,England,United Kingdom,GB,BA10 0AB,51.112544199999995,-2.4536506,restaurant,"restaurant, wine_bar, bar, food, point_of_interest, establishment",OPERATIONAL,4.6,141.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Beam,,https://www.google.com/maps/place/Beam/data=!4m2!3m1!1s0x48761b8175bf2dfb:0x401f1b2780e3cb53,,,Wanna go,wanna_go,ChIJ-y2_dYEbdkgRU8vjgCcbH0A,Beam,https://maps.google.com/?cid=4620441599185505107&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"184 Blackstock Rd, London N5 1EG, UK",,Greater London,England,United Kingdom,GB,N5 1EG,51.5598307,-0.0987723,brunch_restaurant,"brunch_restaurant, breakfast_restaurant, coffee_shop, cafe, food_store, store, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.8,1777.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
pockets,Falafels buenisimos,https://www.google.com/maps/place/pockets/data=!4m2!3m1!1s0x48761d3f7a644ac1:0x88d7a1d900301906,,,Wanna go,wanna_go,ChIJwUpkej8ddkgRBhkwANmh14g,Pockets,https://maps.google.com/?cid=9860527862534117638&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"367 Mentmore Terrace, London E8 3RT, UK",,Greater London,England,United Kingdom,GB,E8 3RT,51.5388386,-0.0580766,meal_takeaway,"meal_takeaway, shipping_service, service, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,773.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
BLAS,,https://www.google.com/maps/place/BLAS/data=!4m2!3m1!1s0x48761d1b2a76014d:0xef588dd6c8a1d79e,,,Wanna go,wanna_go,ChIJTQF2KhsddkgRntehyNaNWO8,BLAS,https://maps.google.com/?cid=17246690726643881886&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Shore Pl, Victoria Park, London E9 7HN, UK",,Greater London,England,United Kingdom,GB,E9 7HN,51.535157899999994,-0.0484975,coffee_shop,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.8,153.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Shri Sanatan Hindu Mandir,,https://www.google.com/maps/place/Shri+Sanatan+Hindu+Mandir/data=!4m2!3m1!1s0x4876123baad46731:0xf8640a3aea0c7a77,,,Wanna go,wanna_go,ChIJMWfUqjsSdkgRd3oM6joKZPg,Shri Sanatan Hindu Mandir,https://maps.google.com/?cid=17898442067228260983&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Ealing Rd, Wembley HA0 4TA, UK",,Greater London,England,United Kingdom,GB,HA0 4TA,51.5434956,-0.2981829,hindu_temple,"hindu_temple, place_of_worship, association_or_organization, point_of_interest, establishment",OPERATIONAL,4.8,2544.0,,RESOLVED_FROM_URL
Sushi Like by Kintan,,https://www.google.com/maps/place/Sushi+Like+by+Kintan/data=!4m2!3m1!1s0x48761b3356ba1711:0x55497c134fcdf9bf,,,Wanna go,wanna_go,ChIJERe6VjMbdkgRv_nNTxN8SVU,Sushi Like by Kintan,https://maps.google.com/?cid=6145579588908874175&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"21 Great Castle St, London W1G 0HY, UK",,Greater London,England,United Kingdom,GB,W1G 0HY,51.51591330000001,-0.1426613,restaurant,"restaurant, sushi_restaurant, japanese_restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,226.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Horniman Museum and Gardens,,https://www.google.com/maps/place/Horniman+Museum+and+Gardens/data=!4m2!3m1!1s0x487603dac9203c4b:0x125c068455d7d99d,,,Wanna go,wanna_go,ChIJSzwgydoDdkgRndnXVYQGXBI,Horniman Museum and Gardens,https://maps.google.com/?cid=1322939555985742237&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"100 London Rd, London SE23 3PQ, UK",,Greater London,England,United Kingdom,GB,SE23 3PQ,51.4419283,-0.0619967,museum,"museum, tourist_attraction, aquarium, park, point_of_interest, establishment",OPERATIONAL,4.6,9651.0,,RESOLVED_FROM_URL
Mayfield Lavender Glasshouse Cafe and Gift & Plant Shop,,https://www.google.com/maps/place/Mayfield+Lavender+Glasshouse+Cafe+and+Gift+%26+Plant+Shop/data=!4m2!3m1!1s0x4875e261d6e40c81:0xe7a262aadbecb58a,,,Wanna go,wanna_go,ChIJgQzk1mHidUgRirXs26piouc,Mayfield Lavender Glasshouse Cafe and Gift & Plant Shop,https://maps.google.com/?cid=16691011654962165130&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"139 Reigate Rd, Epsom KT17 3DW, UK",,Surrey,England,United Kingdom,GB,KT17 3DW,51.328724199999996,-0.23421609999999998,cafe,"cafe, amphitheatre, gift_shop, performing_arts_theater, event_venue, food_store, store, wholesaler, food, point_of_interest, service, establishment",OPERATIONAL,4.3,312.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Keats House,,https://www.google.com/maps/place/Keats+House/data=!4m2!3m1!1s0x48761a8a5daaf399:0xd36957cbb0b6ec03,,,Wanna go,wanna_go,ChIJmfOqXYoadkgRA-y2sMtXadM,Keats House,https://maps.google.com/?cid=15233803746912168963&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"10 Keats Grove, London NW3 2RR, UK",,Greater London,England,United Kingdom,GB,NW3 2RR,51.5555944,-0.1680064,museum,"tourist_attraction, museum, event_venue, point_of_interest, establishment",OPERATIONAL,4.6,463.0,,RESOLVED_FROM_URL
Dulwich Picture Gallery,,https://www.google.com/maps/place/Dulwich+Picture+Gallery/data=!4m2!3m1!1s0x487603f15d5df813:0x62cec4dab72fd6d3,,,Wanna go,wanna_go,ChIJE_hdXfEDdkgR09Yvt9rEzmI,Dulwich Picture Gallery,https://maps.google.com/?cid=7119844504574613203&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"London SE21 7AD, UK",,Greater London,England,United Kingdom,GB,SE21 7AD,51.4460622,-0.0863289,art_gallery,"art_gallery, garden, cafe, live_music_venue, gift_shop, tourist_attraction, wedding_venue, art_museum, event_venue, museum, educational_institution, service, store, point_of_interest, food, establishment",OPERATIONAL,4.5,669.0,,RESOLVED_FROM_URL
Syon Park,,https://www.google.com/maps/place/Syon+Park/data=!4m2!3m1!1s0x48760db17067db8d:0xabd8bb3beb501c71,,,Wanna go,wanna_go,ChIJjdtncLENdkgRcRxQ6zu72Ks,Syon Park,https://maps.google.com/?cid=12382853041480539249&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Brent Lea, Brentford TW8 8JF, UK",,Greater London,England,United Kingdom,GB,TW8 8JF,51.4772307,-0.3140094,park,"park, castle, tourist_attraction, historical_place, point_of_interest, establishment",OPERATIONAL,4.5,4607.0,,RESOLVED_FROM_URL
Trinity Laban Dance Faculty,,https://www.google.com/maps/place/Trinity+Laban+Dance+Faculty/data=!4m2!3m1!1s0x4876028c37e85d63:0x3199d400fb9ea0cb,,,Wanna go,wanna_go,ChIJY13oN4wCdkgRy6Ce-wDUmTE,Trinity Laban Dance Faculty,https://maps.google.com/?cid=3574120879981764811&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"London SE8 3FB, UK",,Greater London,England,United Kingdom,GB,SE8 3FB,51.4802654,-0.018989799999999998,sports_school,"sports_school, point_of_interest, establishment",OPERATIONAL,4.6,32.0,,RESOLVED_FROM_URL
The Mayflower Pub,,https://www.google.com/maps/place/The+Mayflower+Pub/data=!4m2!3m1!1s0x48760324328c71a3:0xcb470bee32fa422c,,,Wanna go,wanna_go,ChIJo3GMMiQDdkgRLEL6Mu4LR8s,The Mayflower,https://maps.google.com/?cid=14647689430731211308&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"117 Rotherhithe St, London SE16 4NF, UK",,Greater London,England,United Kingdom,GB,SE16 4NF,51.5018403,-0.0536173,pub,"pub, gastropub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,5790.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Taca Tacos Peckham,,https://www.google.com/maps/place/Taca+Tacos+Peckham/data=!4m2!3m1!1s0x487603776246ae7b:0xc0f6cebf9110c8a6,,,Wanna go,wanna_go,ChIJe65GYncDdkgRpsgQkb_O9sA,Taca Tacos Peckham,https://maps.google.com/?cid=13904528221720856742&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"200 Rye Ln, London SE15 4NF, UK",,Greater London,England,United Kingdom,GB,SE15 4NF,51.4668998,-0.066195,taco_restaurant,"taco_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,203.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Guacamoles,,https://www.google.com/maps/place/Guacamoles/data=!4m2!3m1!1s0x4876030033a8938b:0xd4b6293add99e6df,,,Wanna go,wanna_go,ChIJi5OoMwADdkgR3-aZ3TopttQ,Guacamoles,https://maps.google.com/?cid=15327483714604754655&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"48 Rye Ln, London SE15 5BY, UK",,Greater London,England,United Kingdom,GB,SE15 5BY,51.4711788,-0.07018869999999999,mexican_restaurant,"mexican_restaurant, taco_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,777.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Ruth's,,https://www.google.com/maps/place/Ruth's/data=!4m2!3m1!1s0x48760f4b21d81b3f:0xffdd4571def7a783,,,Wanna go,wanna_go,ChIJPxvYIUsPdkgRg6f33nFF3f8,Ruth's,https://maps.google.com/?cid=18436968804899071875&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"94 Lower Richmond Rd., London SW15 1LL, UK",,Greater London,England,United Kingdom,GB,SW15 1LL,51.4679301,-0.2217835,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,117.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Buddy's Deli,,https://www.google.com/maps/place/Buddy's+Deli/data=!4m2!3m1!1s0x487605b14bb5cbf1:0xee19035cf212af34,,,Wanna go,wanna_go,ChIJ8cu1S7EFdkgRNK8S8lwDGe4,Buddy's Deli,https://maps.google.com/?cid=17156747953177800500&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"1 The Polygon, London SW4 0JG, UK",,Greater London,England,United Kingdom,GB,SW4 0JG,51.463730600000005,-0.1412332,sandwich_shop,"sandwich_shop, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.6,120.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Nagare Bankside,,https://www.google.com/maps/place/Nagare+Bankside/data=!4m2!3m1!1s0x487605e3759090b5:0xdb74c58be622c1af,,,Wanna go,wanna_go,ChIJtZCQdeMFdkgRr8Ei5ovFdNs,Nagare Bankside,https://maps.google.com/?cid=15813481396256817583&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Unit A, Eastern Building, 2 Triptych Pl, London SE1 9RD, UK",,Greater London,England,United Kingdom,GB,SE1 9RD,51.507067299999996,-0.09727079999999999,cafe,"cafe, food, point_of_interest, establishment",OPERATIONAL,4.4,349.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Spring Street Pizza,,https://www.google.com/maps/place/Spring+Street+Pizza/data=!4m2!3m1!1s0x487604a1bf2435bf:0xf2b5ffca3d6832f8,,,Wanna go,wanna_go,ChIJvzUkv6EEdkgR-DJoPcr_tfI,Spring Street Pizza,https://maps.google.com/?cid=17489165972041904888&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Arch 32, Southwark Quarter, Southwark St, London SE1 1TE, UK",,Greater London,England,United Kingdom,GB,SE1 1TE,51.504430899999996,-0.0947419,pizza_restaurant,"pizza_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,866.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Lina Stores South Kensington - Italian Restaurant,,https://www.google.com/maps/place/Lina+Stores+South+Kensington+-+Italian+Restaurant/data=!4m2!3m1!1s0x4876053547108e11:0xc2a1c3d7a2be6458,,,Wanna go,wanna_go,ChIJEY4QRzUFdkgRWGS-otfDocI,Lina Stores South Kensington - Italian Restaurant,https://maps.google.com/?cid=14024706045524206680&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"15 Exhibition Rd, South Kensington, London SW7 2HE, UK",South Kensington,Greater London,England,United Kingdom,GB,SW7 2HE,51.4950126,-0.1736579,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,1634.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Mali Vegan Thai,,https://www.google.com/maps/place/Mali+Vegan+Thai/data=!4m2!3m1!1s0x48760f481de12335:0xfdbfd5936603b642,,,Wanna go,wanna_go,ChIJNSPhHUgPdkgRQrYDZpPVv_0,Mali Vegan Thai,https://maps.google.com/?cid=18284567841195931202&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"5a Hogarth Pl, London SW5 0QT, UK",,Greater London,England,United Kingdom,GB,SW5 0QT,51.49271340000001,-0.19294799999999998,vegan_restaurant,"vegan_restaurant, thai_restaurant, vegetarian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,1348.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
